x,y,velx,vely
19.600,2.070,0.017,0.008
23.350,2.100,0.015,0.007
25.230,2.040,0.019,0.008
25.730,2.660,-3.599,-1.545
21.630,2.620,-3.052,-1.661
21.040,2.130,-4.006,-1.530
23.430,2.190,-3.819,-1.633
19.150,2.170,-4.099,-1.682
23.930,2.040,-3.353,-1.468
19.930,2.130,-3.738,-1.743
23.250,2.110,-4.161,-2.076
23.890,3.660,0.912,-16.602
22.650,4.820,0.706,-18.344
22.190,4.930,0.721,-15.962
25.420,3.510,0.818,-18.798
25.170,3.520,0.803,-21.478
28.490,3.370,0.832,-22.044
19.770,4.820,0.826,-18.390
21.100,4.780,0.699,-21.946
26.590,2.180,1.064,1.103
19.140,1.990,0.984,0.883
26.590,2.970,0.906,0.760
23.820,2.100,0.994,0.889
19.490,2.050,0.574,0.436
25.080,2.390,0.499,0.484
24.850,2.450,0.443,0.390
21.280,2.230,0.495,0.434
16.820,14.750,-1.436,-8.906
14.600,16.080,-1.407,-7.174
14.260,16.120,-1.336,-7.100
12.230,12.350,-1.228,-7.978
17.780,15.800,-1.899,-6.609
14.250,15.220,-1.768,-6.896
12.090,13.460,-1.651,-8.586
17.460,13.340,-1.486,-8.632
21.340,8.800,-2.354,-12.434
22.920,8.520,-2.395,-12.696
22.240,11.890,-2.358,-15.057
20.160,10.220,-2.306,-12.799
20.450,11.620,-2.218,-13.312
19.540,10.970,-2.040,-15.733
22.630,11.660,-2.165,-14.469
17.420,11.590,-1.973,-11.870
21.600,2.800,-9.672,-1.368
21.010,2.610,-8.776,-1.487
23.150,2.590,-11.758,-1.458
20.700,3.210,-8.669,-1.078
26.290,3.250,-8.536,2.453
22.740,2.900,-8.620,2.859
20.760,3.820,-8.863,2.650
18.740,2.790,-8.972,2.508
22.080,-1.650,1.669,-17.795
25.940,-1.820,1.743,-13.924
21.470,-1.380,2.188,-12.118
28.280,-1.560,1.673,-12.148
20.900,-1.380,2.324,-14.604
24.420,-1.440,2.060,-18.351
28.380,-1.840,2.552,-17.866
30.790,-1.590,2.318,-17.061
29.820,-1.780,2.697,-21.561
27.320,-1.670,1.896,-17.518
25.130,-1.610,2.310,-23.345
28.390,-1.530,2.140,-22.508
20.940,-1.940,1.915,-21.045
25.690,-1.820,2.446,-20.156
23.690,-1.790,2.162,-18.584
30.750,-1.920,2.493,-22.365
20.190,3.310,-4.645,2.580
19.490,2.580,-3.279,3.072
22.560,3.210,-4.339,2.951
26.380,2.640,-4.091,2.789
25.350,3.430,-3.005,2.421
18.770,3.190,-2.807,2.794
22.360,2.820,-3.330,2.943
24.770,3.110,-3.739,2.776
25.890,3.000,-13.397,-3.238
22.470,2.150,-12.341,-3.776
26.690,2.500,-12.790,-3.923
25.130,2.520,-13.028,-3.425
22.380,3.110,-12.762,-4.914
19.140,2.190,-10.889,-4.384
23.320,2.210,-11.604,-5.299
19.320,2.740,-15.100,-5.115
20.210,2.180,0.000,0.000
21.560,2.050,0.000,0.000
23.370,2.700,0.000,0.000
22.860,2.240,0.000,0.000
23.250,2.570,0.000,0.000
26.420,2.440,0.000,0.000
19.540,2.080,0.000,0.000
27.540,2.230,0.000,0.000
28.440,1.590,-4.650,-21.596
25.750,1.810,-4.523,-19.333
25.710,1.740,-4.834,-25.434
26.970,2.100,-4.233,-25.312
23.470,1.570,-5.301,-25.500
23.120,1.870,-5.251,-20.155
28.950,1.780,-5.340,-20.734
28.060,2.050,-5.821,-23.185
21.800,2.660,4.443,2.453
23.130,2.800,5.313,1.744
24.430,2.360,4.349,2.208
26.130,2.060,4.243,1.935
18.540,2.030,4.732,1.558
24.550,2.880,4.314,1.938
20.740,2.080,4.016,1.747
24.420,2.020,4.723,1.945
18.390,10.320,-2.469,-12.499
14.040,14.110,-3.118,-13.004
20.510,10.470,-2.921,-13.757
20.630,11.980,-2.810,-12.131
15.320,11.030,-2.216,-13.332
19.570,14.290,-2.298,-13.789
15.310,10.650,-2.640,-13.998
19.610,14.170,-2.438,-15.058
19.000,2.820,4.546,-1.074
25.660,3.670,4.879,-1.400
20.510,3.440,5.221,-1.145
17.350,2.680,4.932,-1.414
20.290,3.240,4.678,-1.221
21.550,2.590,4.210,-1.219
17.260,3.290,5.581,-1.339
22.850,3.230,3.944,-0.973
15.000,5.180,3.821,-4.675
13.770,3.980,3.920,-4.608
15.990,4.110,5.609,-4.802
14.810,5.460,5.348,-3.593
20.260,5.900,4.051,-4.384
14.400,4.890,5.129,-5.008
14.620,4.210,5.228,-3.366
19.810,4.440,3.968,-3.979
21.020,2.910,-4.196,-1.794
21.480,2.440,-4.959,-2.071
19.910,2.760,-3.875,-2.083
22.170,2.650,-3.737,-2.137
24.400,2.880,-5.292,-2.325
26.700,3.460,-5.357,-1.926
23.860,2.780,-5.220,-1.901
27.420,3.460,-4.981,-2.045
21.800,3.470,-0.529,-0.250
25.360,3.490,-0.555,-0.217
24.250,3.620,-0.435,-0.272
26.700,3.180,-0.561,-0.253
22.890,3.580,-0.557,-0.227
29.090,3.370,-0.537,-0.254
26.580,3.620,-0.519,-0.255
20.550,4.010,-0.461,-0.226
16.740,4.250,9.253,-1.240
15.790,3.940,8.459,-1.130
18.800,4.390,10.905,-1.173
22.930,3.340,9.355,-1.231
23.380,3.310,9.567,-1.096
19.820,3.720,8.796,-0.959
16.390,3.750,10.871,-0.913
17.190,4.150,9.482,-1.146
22.780,5.460,0.507,-21.045
20.060,6.010,0.446,-23.913
26.740,4.990,0.434,-22.525
25.430,6.520,0.444,-24.013
21.550,6.120,0.147,-21.607
28.050,5.180,0.138,-22.849
19.690,6.470,0.166,-23.282
28.130,4.650,0.178,-26.543
21.620,2.540,2.990,-0.540
18.330,2.210,3.057,-0.475
24.730,2.960,3.482,-0.434
22.280,2.200,3.322,-0.439
24.220,2.470,2.551,-0.377
20.400,2.390,2.484,-0.505
27.190,2.240,2.539,-0.404
18.990,2.560,3.199,-0.484
22.090,2.730,-0.420,0.338
24.840,2.090,-0.328,0.378
22.270,2.350,-0.335,0.383
24.400,2.890,-0.371,0.396
22.980,2.480,-0.628,0.471
26.260,2.070,-0.738,0.522
26.550,2.030,-0.581,0.384
19.620,2.600,-0.786,0.449
15.960,17.840,-8.627,-9.964
16.840,16.450,-6.638,-9.379
15.810,14.570,-7.882,-11.176
15.260,16.770,-7.363,-9.472
15.030,16.350,-7.996,-11.326
12.310,14.650,-8.792,-10.079
15.300,17.260,-7.165,-11.660
15.600,16.350,-6.460,-8.621
12.540,11.080,-11.203,-18.277
10.940,13.690,-10.292,-23.793
14.410,9.860,-10.466,-22.177
14.760,11.490,-9.968,-18.399
13.540,13.440,-12.068,-22.350
12.660,12.990,-10.913,-23.438
12.970,13.570,-12.181,-19.648
12.080,12.270,-9.641,-20.417
6.300,4.820,-13.475,1.015
8.790,4.350,-12.110,1.080
7.990,6.020,-12.003,1.149
7.610,4.410,-11.463,1.152
5.910,4.910,-10.660,1.187
7.500,5.440,-12.396,0.935
6.970,5.630,-10.018,1.336
6.120,4.590,-12.649,1.322
5.020,5.030,-14.023,2.081
8.880,5.570,-13.534,1.439
10.320,5.810,-14.300,1.330
9.460,5.470,-14.240,1.411
9.070,6.490,-12.406,1.394
8.830,5.860,-13.687,1.806
10.960,5.470,-14.481,2.116
7.950,5.920,-14.115,2.180
10.510,5.200,-14.512,1.622
11.590,4.120,-12.696,-0.536
8.770,3.980,-14.650,-0.615
12.110,4.420,-12.917,-0.624
8.550,4.770,-12.702,-0.571
9.640,5.340,-12.962,-0.630
11.720,5.150,-12.042,-0.529
11.600,3.910,-12.653,-0.517
11.150,4.270,-10.063,-0.633
9.190,4.200,-13.488,0.209
9.220,4.210,-12.563,0.199
9.610,3.770,-14.648,0.186
7.330,4.170,-13.450,0.234
9.460,4.050,-11.232,0.768
7.680,4.620,-12.403,0.882
6.640,4.080,-12.504,0.640
7.510,4.390,-15.476,0.800
6.050,4.490,-11.331,1.733
7.730,5.950,-8.052,2.420
7.980,5.650,-9.413,2.112
7.410,4.600,-8.853,2.311
6.280,5.630,-8.830,2.641
8.160,5.730,-10.995,2.274
7.860,5.210,-9.643,2.757
6.900,4.440,-10.514,2.559
7.180,4.350,-13.190,1.849
7.380,5.790,-10.354,1.764
7.400,5.910,-12.594,2.152
6.800,4.530,-10.383,1.995
6.140,5.630,-13.665,2.384
6.910,5.960,-11.056,1.615
6.590,5.260,-12.064,2.020
5.450,4.280,-9.778,1.964
6.850,6.090,-9.016,3.203
6.890,4.730,-11.703,3.059
8.510,5.850,-9.374,3.228
9.040,5.140,-10.485,3.104
8.480,4.280,-10.031,3.158
7.030,5.280,-9.334,3.710
7.890,6.170,-8.771,3.385
7.740,5.190,-9.901,3.601
18.160,14.770,-7.387,-12.158
18.290,16.520,-6.635,-12.107
16.730,14.530,-7.520,-9.661
13.400,12.490,-7.395,-12.388
18.050,13.660,-7.807,-12.831
13.910,15.590,-7.329,-13.333
13.180,12.970,-6.868,-13.341
17.680,13.140,-5.791,-9.568
13.810,6.900,-12.993,-22.593
14.900,4.970,-14.901,-21.650
14.640,5.620,-14.628,-22.072
12.740,3.960,-2.953,0.000
13.590,4.280,-4.224,0.000
11.150,4.170,-2.911,0.000
11.580,5.670,-3.908,-0.000
12.790,4.290,-3.536,-0.000
12.820,5.810,-3.547,-0.000
11.400,4.070,-4.197,-0.000
14.130,5.300,-7.690,-19.158
14.090,5.530,-6.835,-23.799
13.230,5.340,-9.484,-23.578
13.020,4.930,-7.482,-30.577
13.630,4.830,-9.241,-27.620
10.970,5.220,-8.495,-29.226
11.740,5.930,-9.011,-28.344
12.900,6.890,-7.984,-32.078
12.350,5.250,-6.977,-26.466
11.830,6.780,-8.226,-21.574
11.010,6.730,-7.633,-28.036
10.280,5.290,-11.070,1.240
11.930,4.210,-11.617,1.091
10.160,4.800,-9.552,1.124
9.070,4.630,-11.617,0.986
10.770,5.770,-11.147,1.265
9.890,5.450,-11.294,1.263
8.890,4.040,-9.527,1.176
11.040,4.720,-12.512,1.350
13.730,5.760,-6.952,-19.483
13.940,6.020,-7.783,-20.100
15.220,5.010,-5.157,-23.551
15.090,6.220,-4.599,-26.534
16.410,6.880,-4.820,-26.272
17.370,7.060,-4.601,-26.298
14.210,5.860,-5.203,-21.122
12.960,5.150,-4.611,-21.419
15.100,5.920,-3.985,-24.735
18.100,5.740,-4.040,-25.866
13.130,5.600,-11.555,-15.946
13.550,7.650,-10.960,-15.228
13.530,6.290,-12.636,-19.527
11.690,7.030,-9.739,-14.270
15.410,6.940,-12.440,-17.495
15.420,7.380,-10.735,-15.431
12.740,7.900,-13.606,-13.349
14.160,5.830,-12.619,-17.280
9.080,5.100,-11.856,0.471
9.860,3.840,-9.519,0.452
8.480,5.490,-10.059,0.552
7.380,4.070,-12.037,0.585
10.320,4.660,-10.483,0.461
7.540,5.020,-11.128,0.544
9.280,5.010,-10.649,0.428
8.860,4.190,-9.097,0.419
10.970,5.200,-11.098,-0.001
11.460,4.740,-12.474,-0.002
9.120,5.690,-10.138,-0.001
10.000,5.740,-12.430,-0.001
11.990,5.040,-10.704,-0.002
10.530,4.510,-12.126,-0.002
8.170,4.600,-12.786,-0.002
10.490,4.080,-13.379,-0.002
13.600,3.960,-7.389,0.595
11.710,4.620,-8.637,0.703
11.580,5.710,-8.438,0.699
11.300,5.850,-8.072,0.633
11.000,4.890,-7.692,0.725
11.730,5.500,-7.472,0.728
13.890,4.480,-7.214,0.653
10.570,5.840,-7.023,0.673
7.040,4.860,-11.871,0.770
6.180,4.390,-10.634,0.785
7.130,4.520,-12.875,0.737
5.770,5.920,-13.083,0.595
5.700,5.990,-9.005,0.544
6.720,6.100,-10.220,0.570
7.130,4.080,-10.440,0.694
7.930,5.690,-12.446,0.668
14.030,10.240,-8.929,-16.233
15.130,10.970,-8.872,-17.562
15.430,12.510,-8.268,-18.556
15.930,9.610,-6.547,-19.447
11.340,10.820,-8.918,-17.675
11.160,10.910,-6.889,-16.052
14.280,12.940,-9.450,-17.881
11.690,12.960,-9.596,-15.908
11.340,4.320,-11.008,0.166
9.720,4.530,-7.788,0.140
10.620,4.190,-11.151,0.160
10.780,5.610,-10.327,0.146
10.350,5.330,-10.001,0.137
12.180,4.890,-10.393,0.139
9.000,3.920,-10.020,0.131
11.830,4.020,-11.207,0.183
13.900,5.320,-5.715,0.005
13.840,4.320,-4.766,0.004
12.770,5.050,-4.540,0.005
13.290,4.560,-4.712,0.000
14.710,5.460,-4.336,0.000
11.450,6.080,-4.169,0.000
12.280,4.310,-6.633,0.177
13.770,4.720,-5.960,0.227
13.460,5.410,-4.475,0.266
14.600,5.430,-6.432,0.229
13.640,4.460,-5.518,0.228
14.680,5.560,-6.182,0.186
10.080,5.090,-6.116,0.253
10.400,5.780,-7.744,0.185
10.080,5.650,-7.148,0.194
7.370,5.610,-7.441,0.229
7.670,4.470,-6.169,0.231
10.050,4.110,-7.021,0.230
7.720,4.030,-7.568,0.200
10.500,5.840,-7.634,0.254
8.100,4.430,-8.324,-0.402
10.390,5.520,-7.529,-0.424
7.050,4.900,-8.263,-0.408
9.260,5.370,-6.852,-0.544
9.310,5.530,-8.670,0.235
9.490,4.820,-6.556,0.243
10.110,5.060,-6.632,0.257
7.870,5.340,-8.731,0.226
6.040,6.270,-10.567,3.829
8.080,4.940,-9.410,3.229
7.550,5.370,-8.639,2.892
6.900,4.510,-8.999,2.933
7.920,4.840,-7.893,2.718
8.250,5.680,-10.432,3.812
6.280,5.880,-9.297,2.790
7.710,6.450,-9.648,3.595
8.800,7.750,-12.512,-22.426
10.790,8.490,-9.480,-18.551
7.910,7.220,-9.358,-19.865
10.670,10.600,-9.154,-20.017
7.940,10.560,-9.315,-15.489
10.340,8.080,-12.270,-18.865
8.580,10.220,-11.868,-22.477
10.970,10.410,-9.711,-19.922
5.640,4.580,-11.431,0.089
6.690,6.120,-11.526,0.064
5.540,4.590,-9.002,0.084
5.630,4.970,-8.841,0.088
5.850,5.350,-12.714,0.026
5.750,5.890,-9.123,0.026
5.470,4.220,-12.903,0.029
5.170,5.250,-12.939,0.021
5.450,4.620,-11.518,1.379
5.820,5.250,-11.475,1.539
6.560,6.210,-12.565,1.690
5.410,5.350,-13.708,1.320
5.180,4.600,-13.802,1.848
5.160,4.490,-11.930,1.780
6.220,6.180,-10.122,1.830
5.340,4.010,-7.984,1.111
7.120,5.270,-7.256,1.006
6.330,5.450,-9.444,0.868
7.430,4.440,-8.816,0.880
7.100,4.940,-7.609,1.203
6.590,5.610,-8.532,1.233
7.670,4.900,-7.972,1.247
6.070,4.270,-7.211,1.034
12.000,10.210,-10.415,-14.725
14.180,10.810,-9.889,-18.365
10.620,12.150,-11.442,-20.875
14.440,10.570,-10.038,-18.276
12.070,10.080,-11.758,-17.562
12.570,11.020,-10.596,-18.783
12.870,12.470,-11.444,-20.980
12.940,9.270,-11.184,-18.465
8.090,4.470,-13.002,0.908
7.390,6.240,-9.810,0.988
7.430,4.610,-12.858,0.881
6.430,4.560,-11.184,1.091
7.820,6.170,-10.988,1.102
5.950,5.930,-9.509,1.078
6.800,6.500,-9.738,1.007
7.320,6.080,-12.352,1.264
12.680,7.140,-7.655,-11.424
5.730,5.920,-8.132,1.746
5.240,5.480,-9.074,1.806
5.610,6.410,-8.133,2.263
5.760,5.690,-10.519,2.323
5.190,6.420,-9.434,2.075
6.000,6.410,-9.498,2.702
6.060,5.830,-9.829,2.568
7.730,6.230,-12.143,1.513
6.180,6.470,-13.517,1.130
5.940,5.580,-12.086,1.102
6.440,4.390,-11.205,1.238
7.820,4.710,-12.457,1.218
7.750,5.410,-13.160,1.449
6.430,5.160,-9.238,1.223
5.770,4.610,-10.436,1.277
8.200,4.780,-13.496,0.424
7.100,4.090,-10.596,0.439
8.880,5.160,-13.352,0.388
9.210,5.430,-11.045,0.427
7.730,4.540,-10.439,0.341
9.230,4.720,-12.985,0.386
7.270,4.240,-11.114,0.314
8.330,5.670,-10.069,0.328
10.470,4.040,-10.854,0.355
9.040,5.200,-8.929,0.305
8.820,4.690,-11.282,0.287
9.240,3.940,-9.905,0.371
9.590,4.290,-9.889,0.294
7.510,5.310,-10.568,0.357
7.550,4.990,-11.600,0.337
9.610,5.840,-8.137,0.296
14.650,11.080,-6.452,-24.544
13.710,12.070,-6.596,-18.522
16.340,9.450,-6.895,-22.434
13.670,9.990,-8.188,-19.145
13.110,8.540,-6.112,-19.714
15.510,9.100,-6.656,-20.976
14.300,9.920,-8.319,-17.379
14.280,10.610,-8.503,-20.885
13.490,5.030,-2.766,0.002
13.120,4.980,-2.668,0.002
13.890,5.410,-2.924,0.002
12.190,4.700,-1.952,0.004
14.960,5.300,-2.034,0.004
14.770,4.330,-5.151,0.898
13.380,5.170,-3.804,0.915
12.820,4.850,-4.989,0.845
13.950,4.360,-5.582,1.137
10.750,4.420,-4.064,0.989
10.670,4.840,-4.062,0.981
12.240,5.100,-3.966,1.008
13.650,4.290,-6.185,0.400
14.910,4.530,-6.715,0.416
12.380,5.230,-4.901,0.078
11.470,4.390,-6.022,0.081
11.730,4.390,-5.578,0.064
13.380,3.730,-4.991,0.067
9.300,5.860,-8.375,-0.532
8.250,5.070,-8.433,-0.654
8.500,4.780,-10.574,-0.577
10.290,5.700,-10.568,-0.590
11.150,4.980,-7.687,-0.444
8.920,5.980,-10.117,-0.431
11.440,5.000,-7.706,-0.468
8.580,4.450,-10.456,-0.597
14.420,3.920,2.131,-0.770
13.410,5.170,-8.860,1.379
13.100,4.980,-9.141,1.331
13.540,4.780,-9.550,1.152
11.800,5.690,-8.935,1.169
11.300,4.430,-10.006,1.370
13.220,6.020,-9.809,1.249
9.650,5.620,-10.328,1.027
13.270,5.040,-8.947,1.115
14.180,4.630,-7.427,0.158
13.260,5.550,-6.213,0.200
11.330,3.850,-7.218,0.212
11.920,5.280,-5.274,0.007
14.200,3.810,-5.501,0.007
14.100,4.260,-6.790,0.006
15.250,7.430,-4.757,-17.923
12.080,7.310,-5.064,-18.602
14.770,9.540,-4.106,-18.428
14.860,8.050,-4.620,-13.761
10.670,7.240,-4.557,-14.132
14.920,9.350,-5.295,-18.104
13.090,7.300,-4.973,-17.870
12.300,7.330,-3.852,-14.693
18.850,5.250,-0.409,0.540
16.180,6.430,-0.446,0.582
14.880,5.670,-0.463,0.662
20.480,5.390,-0.415,0.572
17.650,4.540,-0.912,0.682
16.810,5.140,-0.949,0.822
20.620,6.490,-0.766,0.860
16.400,5.590,-1.007,0.736
10.830,5.380,-11.896,-0.467
9.410,5.750,-12.281,-0.474
9.160,5.760,-10.744,-0.364
7.400,4.980,-11.995,-0.360
9.230,5.660,-10.379,-0.409
7.970,5.330,-10.521,-0.530
9.250,5.540,-8.660,-0.375
9.420,5.270,-10.819,-0.470
16.830,5.410,-0.679,0.133
16.790,4.360,-0.634,0.131
19.440,5.200,-0.560,0.104
15.170,4.160,-0.645,0.120
15.380,4.050,-0.588,0.133
16.730,5.170,-0.614,0.116
19.320,5.600,-0.775,0.148
18.350,5.110,-0.677,0.134
16.070,5.080,-4.842,0.066
14.870,4.490,-4.418,0.065
14.170,4.320,-5.537,0.053
17.060,4.200,-4.532,0.056
17.720,4.920,-5.792,0.057
16.600,4.630,-5.439,0.071
13.090,4.330,-5.021,0.073
15.110,5.370,-5.591,0.055
13.340,5.250,-7.400,-0.070
12.590,5.810,-5.502,-0.070
14.600,4.630,-5.559,-0.072
12.920,3.930,-7.583,-0.163
14.930,5.130,-7.488,-0.161
14.900,4.240,-0.634,0.359
13.840,3.910,-12.364,0.250
12.790,4.670,-10.125,0.240
13.700,5.610,-10.369,0.386
14.530,4.590,-9.757,-0.371
12.620,4.930,-10.832,-0.279
13.590,6.050,-7.005,-0.121
12.460,5.670,-9.876,-0.090
14.850,6.260,-7.642,-0.096
13.140,4.300,-6.018,-0.043
13.900,5.100,-4.405,-0.055
15.110,4.720,-5.686,-0.053
16.160,4.320,-5.743,-0.055
16.060,4.530,-5.216,0.114
12.920,4.280,-5.141,0.097
14.070,5.460,-5.203,0.084
14.090,4.830,-4.524,0.097
14.680,5.410,-5.813,0.174
13.890,4.680,-6.044,0.159
12.210,4.150,-6.164,0.155
13.130,5.670,-5.486,0.237
14.340,5.480,-5.043,0.213
14.980,3.950,-0.114,0.095
13.390,4.190,-3.969,-0.954
15.020,4.810,-1.296,-0.058
16.240,4.200,-1.814,-0.069
12.490,5.050,-1.664,-0.065
15.410,5.500,-1.836,-0.062
14.170,5.380,-0.941,-0.087
15.240,4.300,-0.955,-0.110
15.270,4.350,-1.144,-0.096
16.020,4.670,-1.070,-0.112
14.880,5.220,1.865,-0.578
11.920,4.760,-2.046,0.000
10.570,4.210,-2.691,0.000
12.240,5.320,-2.800,0.000
11.500,5.730,-2.900,0.000
14.770,4.710,-2.214,0.000
12.130,5.040,-2.235,0.000
14.110,4.940,-2.113,0.000
13.560,5.060,-2.922,0.000
16.560,10.680,-3.267,-22.975
18.770,10.650,-2.815,-17.374
18.350,11.490,-2.747,-23.244
18.330,10.350,-2.375,-20.964
22.920,12.160,-2.472,-18.865
17.910,10.350,-2.832,-21.220
20.790,11.660,-2.368,-23.052
22.860,9.880,-2.357,-21.818
19.200,3.160,5.637,2.239
19.580,2.770,5.147,1.796
18.610,2.740,7.094,1.774
23.080,2.790,6.642,1.691
25.120,2.320,6.453,2.220
21.500,2.800,6.173,2.060
25.130,3.110,6.768,1.564
26.850,3.200,7.191,2.171
24.280,2.630,-2.963,1.349
20.390,2.580,-2.691,0.953
21.640,2.670,-2.957,1.092
18.450,2.710,-2.619,1.391
20.650,2.620,-2.086,0.754
23.930,2.990,-2.829,1.080
22.600,2.970,-2.164,0.958
22.510,2.730,-2.087,1.049
27.810,2.870,2.371,0.876
26.540,3.060,2.501,1.092
27.010,3.040,2.575,1.210
27.510,2.670,2.510,1.005
25.530,2.880,2.179,0.920
20.100,3.110,1.938,0.795
25.460,2.210,1.997,0.702
18.770,2.200,2.233,0.835
23.890,2.480,0.377,0.000
24.150,2.680,0.517,0.000
19.690,2.910,0.402,0.000
22.490,2.470,0.367,0.000
22.010,3.050,0.510,0.000
21.010,2.230,0.468,0.000
26.840,2.410,0.533,0.000
18.840,2.930,0.401,0.000
29.700,0.110,-5.131,-26.368
30.870,0.100,-4.674,-20.897
25.520,0.100,-4.995,-20.800
21.820,0.110,-3.449,-25.157
26.920,0.060,-4.332,-22.005
30.480,0.050,-3.532,-21.867
25.420,0.060,-3.997,-28.243
25.320,0.050,-4.902,-21.242
18.960,2.070,0.000,-0.000
18.750,2.610,0.000,-0.000
20.060,2.540,0.000,-0.000
20.650,2.700,0.000,-0.000
27.040,2.710,-0.000,0.000
18.970,2.530,-0.000,0.000
25.780,2.260,-0.000,0.000
24.990,2.530,-0.000,0.000
21.540,2.990,-11.117,3.366
24.030,3.540,-8.412,3.372
24.270,2.840,-11.115,3.690
19.930,3.630,-8.725,3.268
19.230,3.560,-7.775,4.704
18.150,3.350,-10.654,3.352
18.090,2.860,-10.922,3.981
22.690,3.340,-10.668,4.485
14.670,5.240,-10.793,0.118
13.210,4.330,-9.127,-1.714
14.490,6.020,-7.657,-1.376
13.710,4.690,-10.346,-1.517
13.430,6.260,-8.310,-1.482
14.540,5.890,-7.044,1.647
23.670,-5.630,-1.162,-30.310
28.300,-6.720,-1.091,-30.528
29.330,-6.360,-1.172,-34.351
22.780,-6.250,-0.904,-38.826
25.720,-7.060,-0.576,-30.782
27.520,-5.640,-0.533,-29.945
32.320,-5.450,-0.513,-38.466
26.110,-7.020,-0.475,-28.364
21.270,3.880,3.955,-2.038
23.610,3.260,4.003,-1.582
21.190,3.590,3.627,-1.706
23.520,3.770,3.425,-1.669
23.340,3.260,4.135,-2.060
16.930,2.870,3.934,-1.960
20.890,2.910,4.749,-1.743
16.730,3.340,3.992,-1.648
29.560,-0.670,9.105,-6.400
27.320,-0.690,8.074,-6.720
25.190,-0.580,7.053,-7.733
23.560,-0.480,6.830,-7.128
31.730,-0.540,8.668,-6.671
30.510,-0.540,8.199,-6.920
23.510,-0.480,7.912,-6.850
28.520,-0.500,8.064,-6.368
34.780,0.160,3.579,-7.702
37.040,0.160,2.970,-7.761
31.230,0.140,3.655,-7.571
32.090,0.160,3.124,-7.791
26.280,0.110,3.512,-7.577
37.680,0.110,3.371,-7.117
37.190,0.120,3.586,-8.726
30.890,0.120,3.597,-6.744
30.860,0.770,2.958,-8.764
29.170,0.650,2.724,-7.667
26.820,0.560,3.015,-9.996
33.850,0.590,2.925,-8.840
23.980,0.700,2.992,-6.650
27.910,0.640,3.051,-9.112
31.900,0.690,2.483,-7.959
29.970,0.750,2.652,-7.155
34.760,1.670,4.474,-6.959
32.040,1.800,5.149,-7.052
32.840,1.490,4.629,-6.979
38.880,1.760,3.906,-6.417
32.890,1.460,5.518,-5.998
32.680,1.740,4.738,-5.801
30.680,2.040,4.973,-6.166
38.490,1.580,5.113,-7.115
27.060,0.530,4.110,-9.146
33.740,0.570,3.955,-7.875
34.750,0.530,3.355,-7.629
34.800,0.500,3.138,-7.457
38.020,0.420,3.203,-6.718
31.360,0.560,4.045,-8.660
30.070,0.380,3.668,-8.220
28.400,0.490,4.562,-7.867
25.830,2.670,-0.283,0.045
26.440,2.060,-0.231,0.049
20.620,2.290,-0.222,0.053
21.000,2.650,-0.329,0.064
18.940,2.290,-0.351,0.057
21.200,2.370,-0.303,0.059
27.220,2.050,-0.280,0.052
24.680,3.030,-0.242,0.051
34.270,0.320,6.980,-7.496
26.800,0.430,7.578,-7.397
25.030,0.360,8.312,-7.689
29.250,0.370,6.894,-7.162
29.330,0.380,5.783,-9.945
25.250,0.340,6.093,-6.942
27.580,0.310,8.042,-8.635
29.220,0.360,7.466,-7.827
23.700,2.930,-0.262,-0.119
19.110,2.920,-0.324,-0.114
26.930,2.570,-0.329,-0.130
26.260,2.150,-0.290,-0.102
27.420,2.640,-0.355,-0.164
20.590,1.990,-0.366,-0.161
27.910,2.160,-0.385,-0.131
19.730,2.390,-0.357,-0.142
17.290,4.360,-1.549,-0.013
15.040,4.730,-1.648,-0.011
19.540,5.240,-1.452,-0.012
15.830,5.040,-1.334,-0.015
15.530,5.760,-1.197,-0.036
19.710,4.950,-0.975,-0.048
18.820,5.490,-1.000,-0.042
15.220,4.000,-1.366,-0.040
19.790,4.120,-0.288,0.026
20.920,3.630,-0.251,0.027
16.720,3.470,-0.328,0.028
22.390,3.380,-0.249,0.022
17.510,3.550,-0.360,-0.041
19.480,3.180,-0.462,-0.057
18.480,3.780,-0.462,-0.056
16.840,3.370,-0.365,-0.043
16.960,4.710,3.745,-2.289
19.360,5.160,3.603,-2.102
20.610,4.420,4.174,-2.516
18.080,5.260,4.006,-2.056
16.370,3.900,5.489,-2.535
20.370,3.930,3.859,-2.763
18.940,3.940,4.148,-2.750
23.210,4.260,3.851,-2.255
19.590,5.270,-3.000,-5.817
20.370,3.760,-3.246,-5.259
26.710,5.270,-3.931,-5.631
21.290,4.320,-4.099,-5.960
22.130,4.340,-3.167,-6.377
26.900,4.990,-4.149,-4.961
25.080,4.520,-2.869,-4.895
24.290,3.740,-3.364,-5.810
26.360,2.950,3.766,-1.935
26.570,2.310,4.783,-2.637
24.080,2.530,4.977,-2.518
19.290,2.920,4.954,-1.902
24.860,2.710,4.820,-2.499
20.360,2.970,5.687,-2.275
19.230,3.100,5.090,-3.004
19.270,2.490,4.545,-2.486
18.410,2.690,2.613,0.843
19.560,2.530,2.427,1.083
21.160,2.420,2.516,0.996
18.220,2.700,2.359,1.240
23.610,2.190,2.667,1.151
25.580,2.680,2.574,1.031
20.780,2.140,2.167,1.165
17.960,1.960,2.647,0.880
25.290,3.530,1.833,-6.040
21.310,3.920,1.772,-6.834
22.810,4.450,1.644,-7.085
20.690,3.670,2.024,-5.347
