tool			synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
pomdps-unsat_mem_2_maze-alex_2.yml	unsat	false	false	6.711522	6.909520826302469	152.276992	5106	TIMEOUT	1800.61132	1800.7829374354333	131.940352		TIMEOUT	1800.615593	1801.6204347582534	199.839744		TIMEOUT	1800.621158	1800.9499926194549	151.498752		TIMEOUT	1800.642835	1800.8117088265717	139.198464	
pomdps-unsat_mem_2_milos-aaai97_2.yml	unsat	false	false	7.484055	7.655731045641005	138.858496	4581	false	0.679124	0.7934633251279593	121.847808	189	unknown	1.914401	2.443935069255531	103.940096		TIMEOUT	1800.626894	1801.08224910032	335.904768		unknown	0.352797	0.4610651768743992	104.022016	
pomdps-unsat_mem_2_network_2.yml	unsat	false	false	0.923875	1.0654893787577748	135.180288	878	false	0.362035	0.4641347909346223	105.537536	235	unknown	1.890843	2.373109429143369	102.952960		OUT OF MEMORY	97.139215	98.02586041297764	16000.000000		unknown	0.322902	0.43506789207458496	102.846464	
pomdps-unsat_mem_2_nrp-8_2.yml	unsat	false	false	299.314968	299.491877974011	1163.436032	365661	TIMEOUT	1800.483459	1801.9561192058027	132.263936		TIMEOUT	1800.598184	1801.4176824837923	270.475264		OUT OF MEMORY	93.554525	103.02200694102794	16000.000000		TIMEOUT	1800.600018	1800.8429100858048	227.131392	
pomdps-unsat_mem_2_query-s2_2.yml	unsat	false	false	1.005619	1.149408177472651	135.168000	325	false	0.430445	0.5312448991462588	105.521152	47	unknown	2.01644	2.5798884658142924	102.895616		OUT OF MEMORY	94.434282	101.90517378877848	16000.000000		unknown	0.901668	1.2061014948412776	103.071744	
pomdps-unsat_mem_2_query-s3_2.yml	unsat	false	false	201.5229	201.67346303723752	153.378816	11373	false	66.445735	66.55598417390138	202.739712	2671	unknown	1.930304	2.375597296282649	104.206336		OUT OF MEMORY	289.672843	291.87047128751874	16000.000000		unknown	1.457005	1.9700641445815563	104.255488	
pomdps-unsat_mem_2_refuel-06_2.yml	unsat	false	TIMEOUT	1800.897407	1801.584012328647	4642.304000		TIMEOUT	1800.615999	1800.8639722783118	160.448512		TIMEOUT	1800.601212	1801.4083722643554	289.820672		OUT OF MEMORY	101.434831	106.3117407746613	16000.000000		TIMEOUT	1800.60341	1801.159171233885	188.801024	
pomdps-unsat_mem_3_4x3-95_3.yml	unsat	false	false	1238.674878	1239.2235222989693	984.469504	575661	false	11.204337	11.330532412044704	118.030336	30764	unknown	1.860329	2.3665077975019813	103.620608		OUT OF MEMORY	163.54413	163.81956255901605	16000.000000		unknown	1.504668	1.8453395431861281	103.182336	
pomdps-unsat_mem_3_4x5x2-95_3.yml	unsat	false	false	322.860138	323.06195222679526	356.466688	195453	false	2.323998	2.4523822367191315	116.740096	3648	unknown	2.10315	2.6237844303250313	103.317504		OUT OF MEMORY	1143.209313	1149.6564154261723	16000.000000		unknown	1.062035	1.4165663290768862	103.464960	
pomdps-unsat_mem_3_grid-avoid-4-0.1_3.yml	unsat	false	false	0.883448	1.0659385062754154	149.860352	903	false	0.426682	0.5659659747034311	132.194304	448	false	2.577686	3.1656838255003095	146.567168	300	OUT OF MEMORY	1290.091492	1290.4833221547306	16000.000000		false	1.66977	2.036787314340472	147.513344	449
pomdps-unsat_mem_3_maze-alex_3.yml	unsat	false	TIMEOUT	1800.664304	1801.175315823406	871.284736		TIMEOUT	1800.631608	1800.8029038263485	131.944448		TIMEOUT	1800.600128	1801.2792760422453	354.648064		TIMEOUT	1800.616021	1800.917636923492	162.136064		TIMEOUT	1800.60756	1801.09100279212	141.139968	
pomdps-unsat_mem_3_network_3.yml	unsat	false	false	521.724052	522.0231897309422	284.184576	149876	false	74.95472	75.09367487765849	117.592064	195022	unknown	1.971879	2.4778356039896607	103.157760		OUT OF MEMORY	106.788093	115.52840196248144	16000.000000		unknown	1.107687	1.4551978139206767	103.002112	
pomdps-unsat_mem_3_query-s2_3.yml	unsat	false	false	180.077834	180.32187403552234	176.771072	41108	false	13.391845	13.516646085307002	116.961280	2639	unknown	1.895979	2.3407477578148246	103.469056		OUT OF MEMORY	70.27151	70.5401986502111	16000.000000		unknown	1.027173	1.3794602556154132	103.055360	
pomdps-unsat_mem_3_query-s3_3.yml	unsat	false	false	338.949254	339.50867096241564	161.894400	2724	false	31.341351	31.479579986073077	327.245824	382	unknown	2.048942	2.595549849793315	106.164224		TIMEOUT	1800.63356	1800.96598333586	384.155648		unknown	0.921291	1.3090258091688156	106.262528	
pomdps-unsat_mem_3_refuel-06_3.yml	unsat	false	TIMEOUT	1800.75773	1801.7144812457263	4097.691648		TIMEOUT	1800.62621	1800.8141175443307	184.627200		TIMEOUT	1800.597079	1801.3161537200212	355.811328		OUT OF MEMORY	201.89141	208.91062947642058	16000.000000		TIMEOUT	1800.606973	1801.075754845515	214.540288	
pomdps-unsat_mem_4_4x3-95_4.yml	unsat	false	TIMEOUT	1800.660311	1801.6418384024873	1156.128768		false	572.837667	573.0721453716978	137.265152	1264468	unknown	1.606215	2.0295773185789585	103.440384		TIMEOUT	1800.615266	1800.9130572285503	158.175232		unknown	0.863109	1.1830076556652784	103.079936	
pomdps-unsat_mem_4_grid-avoid-4-0.1_4.yml	unsat	false	false	6.90968	7.38201707508415	152.166400	7413	false	3.557058	3.691004242748022	132.190208	13229	false	2.585753	3.22533546295017	146.612224	784	OUT OF MEMORY	144.484928	159.01812791172415	16000.000000		false	3.405161	3.7140460973605514	149.131264	13388
