tool			synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
jair-sat_recycling-2fsc.yml	sat	true	true	0.438735	1.119052967056632	133.541888	9	true	0.522861	1.2553001753985882	155.779072	32	TIMEOUT	1800.620755	1801.4763950454071	244.940800		unknown	0.428081	1.0852376939728856	133.644288		unknown	0.475513	1.1462085889652371	133.697536	
jair-sat_recycling-3fsc.yml	sat	true	true	0.506889	1.1636317251250148	133.779456	12	true	0.597914	1.4231807626783848	157.421568	51	TIMEOUT	1800.663872	1801.496207951568	583.696384		unknown	0.450784	1.0938850240781903	133.758976		unknown	0.543612	1.2053490178659558	133.689344	
jair-sat_refuel-06-res.yml	sat	true	true	0.548062	1.2102016005665064	134.287360	11	true	1.479461	2.160307791084051	157.089792	582	TIMEOUT	1800.624731	1801.4651010883972	240.730112		TIMEOUT	1800.609614	1801.3396843122318	240.050176		true	0.702326	1.3530844831839204	157.495296	54
jair-sat_tiny_rewards.yml	sat	true	true	0.494879	1.1438980670645833	133.517312	1	true	0.46643	1.1761628966778517	155.791360	1	true	0.433939	1.161132694222033	156.946432		unknown	0.46506	1.0978523585945368	133.595136		unknown	0.400665	1.0418153498321772	133.648384	
pomdps-sat_mem_1_4x3-95_1.yml	sat	true	true	0.425399	1.0135282715782523	105.791488	7	true	0.585171	1.313293936662376	140.496896	256	false	1177.870824	1178.5903353849426	175.505408		unknown	0.455267	1.0833667172119021	103.088128		unknown	0.391929	1.0279242731630802	103.182336	
pomdps-sat_mem_1_4x5x2-95_1.yml	sat	true	true	0.386709	0.9773273589089513	105.340928	6	true	0.423573	1.0786164263263345	140.455936	2	true	1.362287	2.0640110159292817	147.337216		unknown	0.437088	1.0147488750517368	103.137280		unknown	0.422643	1.0433232327923179	103.231488	
pomdps-sat_mem_1_drone-4-1_1.yml	sat	true	true	3.564901	4.142690448090434	146.468864	728	TIMEOUT	1800.66234	1801.6394334016368	5159.186432		TIMEOUT	1800.632475	1801.3064521038905	292.712448		TIMEOUT	1800.608677	1801.3695754092187	253.353984		TIMEOUT	1800.60622	1801.266966954805	219.873280	
pomdps-sat_mem_1_drone-4-2_1.yml	sat	true	true	0.637796	1.2546935863792896	132.063232	20	TIMEOUT	1800.746129	1801.4764940785244	3628.785664		TIMEOUT	1800.635171	1801.3816838413477	326.627328		TIMEOUT	1800.599644	1801.5251543177292	349.892608		TIMEOUT	1800.60472	1801.2918103095144	190.992384	
pomdps-sat_mem_1_drone-8-2_1.yml	sat	true	true	12.726092	13.329627293162048	291.299328	77	TIMEOUT	1800.680673	1801.4399822009727	3960.082432		TIMEOUT	1800.698935	1801.4251318871975	926.969856		TIMEOUT	1800.609178	1801.3359653055668	327.032832		TIMEOUT	1800.612522	1801.2619341630489	318.701568	
pomdps-sat_mem_1_hallway_1.yml	sat	true	true	87.157565	87.77178084198385	729.370624	1247	true	7.026992	7.725062279962003	236.453888	179	TIMEOUT	1800.776892	1801.4890911811963	2967.621632		unknown	0.878383	1.4832255924120545	163.110912		unknown	0.879474	1.497416252270341	163.360768	
pomdps-sat_mem_1_maze-alex_1.yml	sat	true	TIMEOUT	1800.597481	1801.2478669658303	131.645440		true	0.48305	1.1229813508689404	155.160576	46	true	27.714569	28.36666912585497	156.966912		true	1.014512	1.5962017681449652	146.284544	622	TIMEOUT	1800.604971	1801.1698698792607	139.018240	
pomdps-sat_mem_1_milos-aaai97_1.yml	sat	true	true	0.699175	1.2918397122994065	107.122688	521	true	6.950594	7.5914202611893415	141.152256	7413	TIMEOUT	1800.626337	1801.3422603849322	309.022720		unknown	0.405404	1.00426603294909	103.129088		unknown	0.42147	0.9598738616332412	103.096320	
pomdps-sat_mem_1_network_1.yml	sat	true	true	0.399947	0.6001276839524508	105.365504	8	true	0.43792	0.761849258095026	140.423168	19	false	1.114673	1.3632948296144605	140.328960		unknown	0.418127	0.734746553003788	102.809600		unknown	0.379416	0.6464382316917181	102.912000	
pomdps-sat_mem_1_query-s2_1.yml	sat	true	true	0.426865	0.6089843912050128	105.287680	8	true	0.403428	0.6563710086047649	140.443648	2	true	293.811946	293.9853054713458	149.065728		unknown	0.489764	0.7782504949718714	102.875136		unknown	0.405219	0.6345684267580509	102.993920	
pomdps-sat_mem_1_query-s3_1.yml	sat	true	true	0.506478	0.7135572386905551	105.824256	11	true	0.517688	0.8000951837748289	141.348864	7	TIMEOUT	1800.621419	1800.865683159791	261.320704		unknown	0.396064	0.6955877039581537	103.464960		unknown	0.388634	0.633021249435842	103.452672	
pomdps-sat_mem_1_refuel-20_1.yml	sat	true	TIMEOUT	1800.613619	1800.9308296078816	718.675968		true	15.195175	15.458938646130264	197.132288	2396	TIMEOUT	1800.724517	1801.008449813351	2092.195840		true	7.455404	7.77529660332948	161.517568	801	TIMEOUT	1800.619789	1800.945337479934	290.029568	
pomdps-sat_mem_1_rocks-12_1.yml	sat	true	true	1.335012	1.5407195081934333	181.714944	37	TIMEOUT	1800.941425	1801.3407251816243	6552.420352		TIMEOUT	1800.654171	1800.9268081756309	792.260608		TIMEOUT	1800.614266	1801.0139331379905	270.864384		TIMEOUT	1800.631724	1800.9270929181948	422.477824	
pomdps-sat_mem_2_4x3-95_2.yml	sat	true	true	0.42123	0.578408638946712	105.496576	20	true	10.648885	10.919124349951744	149.266432	14358	TIMEOUT	1800.616898	1800.831366864033	144.658432		unknown	0.371215	0.6126250149682164	103.215104		unknown	0.385443	0.597937798127532	103.256064	
pomdps-sat_mem_2_4x5x2-95_2.yml	sat	true	true	0.357209	0.5065219737589359	105.803776	15	true	0.781082	1.0361639568582177	140.369920	524	true	12.146992	12.348155319690704	188.825600		unknown	0.386122	0.6225419696420431	103.505920		unknown	0.351197	0.5588040556758642	103.301120	
pomdps-sat_mem_2_maze-alex_2.yml	sat	true	TIMEOUT	1800.617489	1800.7725420594215	131.829760		true	1.100438	1.3018741179257631	154.542080	831	TIMEOUT	1800.612901	1800.8884708983824	163.180544		true	199.196454	199.45008658617735	188.403712	24389	TIMEOUT	1800.6168	1800.861062573269	139.038720	
pomdps-sat_mem_2_milos-aaai97_2.yml	sat	true	TIMEOUT	1800.622272	1800.8093296177685	219.451392		true	0.908257	1.0927994353696704	141.316096	390	TIMEOUT	1800.610754	1800.869299190119	469.716992		unknown	0.448916	0.6553693171590567	104.333312		unknown	0.423328	0.563616712577641	104.370176	
pomdps-sat_mem_2_network_2.yml	sat	true	true	0.487262	0.6478253258392215	105.340928	33	true	1.186646	1.4181292243301868	140.668928	743	true	490.058485	490.3556687217206	148.938752		unknown	0.48806	0.6339864665642381	103.006208		unknown	0.368963	0.5376007510349154	102.973440	
pomdps-sat_mem_2_nrp-8_2.yml	sat	true	true	0.465978	0.6288019577041268	132.079616	22	true	0.479191	0.7194219771772623	154.546176	2	true	3.358015	3.6414108760654926	167.669760		true	0.446641	0.6057771807536483	146.325504	1	TIMEOUT	1800.607662	1800.8961417600513	148.635648	
pomdps-sat_mem_2_query-s2_2.yml	sat	true	true	0.413395	0.550322643481195	105.443328	19	true	0.522814	0.7469928888604045	140.517376	24	TIMEOUT	1800.612235	1801.1570549374446	171.913216		unknown	0.487829	0.6484150709584355	103.043072		unknown	0.379026	0.5218263827264309	102.875136	
pomdps-sat_mem_2_query-s3_2.yml	sat	true	true	5.995118	6.142411794513464	142.864384	182	true	4.985031	5.229409362189472	147.386368	267	TIMEOUT	1800.656078	1801.2390750432387	805.150720		unknown	0.441528	0.6180832702666521	104.214528		unknown	0.449615	0.5992521457374096	104.046592	
pomdps-sat_mem_2_refuel-06_2.yml	sat	true	true	0.698922	0.8558610891923308	132.546560	316	TIMEOUT	1800.996137	1801.2609685193747	7282.569216		TIMEOUT	1800.616753	1801.225686029531	322.629632		TIMEOUT	1800.618047	1800.8923086570576	243.646464		TIMEOUT	1800.61464	1800.894291261211	185.180160	
pomdps-sat_mem_3_4x3-95_3.yml	sat	true	true	1.65739	1.795340495184064	106.479616	3284	true	238.163181	238.42735858634114	312.639488	144107	TIMEOUT	1800.612568	1801.1558250971138	157.753344		unknown	0.457958	0.6072800876572728	103.354368		unknown	0.484462	0.644366935826838	103.305216	
pomdps-sat_mem_3_4x5x2-95_3.yml	sat	true	true	0.808351	0.9649604763835669	108.044288	618	true	13.181321	13.420589305460453	152.784896	15389	true	428.972408	429.4769223704934	306.569216		unknown	0.345501	0.5023591937497258	103.514112		unknown	0.427788	0.5654996829107404	103.751680	
pomdps-sat_mem_3_maze-alex_3.yml	sat	true	TIMEOUT	1800.61535	1800.7918653590605	131.780608		true	197.125074	197.32402607239783	422.338560	152265	TIMEOUT	1800.611974	1801.1177367446944	176.959488		TIMEOUT	1800.625229	1800.9071155330166	241.172480		TIMEOUT	1800.615352	1800.8000845406204	139.087872	
pomdps-sat_mem_3_network_3.yml	sat	true	true	17.462063	17.612482840195298	113.119232	42100	true	6.034833	6.215406320989132	140.959744	7200	TIMEOUT	1800.608508	1801.14795095101	160.804864		unknown	0.362551	0.5153920035809278	103.063552		unknown	0.417615	0.5795876113697886	102.969344	
pomdps-sat_mem_3_query-s2_3.yml	sat	true	true	0.715471	0.8661743244156241	105.693184	41	true	0.931253	1.200700736604631	139.698176	151	TIMEOUT	1800.615422	1801.1495531620458	251.269120		unknown	0.357196	0.48812710121273994	103.051264		unknown	0.407124	0.5438610864803195	103.211008	
pomdps-sat_mem_3_query-s3_3.yml	sat	true	true	91.561937	91.72570388764143	315.011072	1644	true	63.466734	63.71959110442549	164.913152	2016	TIMEOUT	1800.710841	1801.2293322114274	1925.488640		unknown	0.446087	0.5929210837930441	105.758720		unknown	0.378329	0.5012999745085835	105.766912	
pomdps-sat_mem_3_refuel-06_3.yml	sat	true	true	11.266275	11.39638351276517	184.918016	4609	TIMEOUT	1800.832812	1801.2832326730713	4855.951360		TIMEOUT	1800.657059	1801.1714945258573	623.529984		TIMEOUT	1800.625233	1800.9057632712647	245.637120		TIMEOUT	1800.618025	1800.8263009004295	215.101440	
pomdps-sat_mem_4_4x3-95_4.yml	sat	true	true	148.909713	149.05245805718005	126.099456	340832	TIMEOUT	1800.668747	1800.9961630757898	1043.689472		TIMEOUT	1800.61027	1801.1146231088787	171.565056		unknown	0.402696	0.5839017732068896	103.473152		unknown	0.369304	0.5086298463866115	103.428096	
jair-unsat_box-pushing-1fsc.yml	unsat	false	false	2.93024	3.099681698717177	178.831360	19	false	3.044359	3.2568645868450403	201.203712	178	TIMEOUT	1800.679033	1801.2078400421888	1233.829888		unknown	3.902311	4.094579882919788	159.760384		unknown	2.892047	3.0740923630073667	160.157696	
jair-unsat_box-pushing-2fsc.yml	unsat	false	false	48.346294	48.48416688386351	2211.008512	718	false	1131.484192	1131.7137288246304	399.806464	62423	TIMEOUT	1800.818211	1801.3101528510451	4882.202624		unknown	8.121273	8.2763934712857	252.203008		unknown	10.374877	10.556576332077384	252.145664	
jair-unsat_dpm.yml	unsat	false	false	45.327202	45.472653727047145	7501.873152	1	false	53.041437	53.251717132516205	7863.296000	1	TIMEOUT	1801.217711	1801.7344279624522	12179.447808		unknown	31.191306	31.335145495831966	7505.358848		unknown	30.978888	31.11145661305636	7506.280448	
jair-unsat_grid-10-sl-4fsc.yml	unsat	false	TIMEOUT	1800.61838	1800.7783425990492	168.235008		false	4.429115	4.6398632153868675	160.235520	1005	TIMEOUT	1800.680518	1801.1785135008395	1029.505024		false	21.489215	21.644750164821744	152.637440	7396	TIMEOUT	1800.622434	1800.791123633273	202.964992	
jair-unsat_grid-meet-sl-2fsc.yml	unsat	false	false	100.21425	100.37459942884743	2285.379584	1620	false	31.264141	31.45840868074447	1013.166080	1260	TIMEOUT	1800.926712	1801.3276335867122	11144.306688		TIMEOUT	1800.64131	1800.9586957227439	639.832064		false	112.14783	112.27320594713092	2328.059904	3863
jair-unsat_grid3x3-1fsc.yml	unsat	false	false	0.955681	1.0991700245067477	232.562688	14	false	1.019009	1.1986047234386206	212.099072	18	TIMEOUT	1800.70631	1800.949391263537	2148.880384		unknown	0.609914	0.7397895446047187	149.708800		unknown	0.747613	0.8820310039445758	149.610496	
jair-unsat_grid3x3-2fsc.yml	unsat	false	OUT OF MEMORY	1272.648856	1272.9430537158623	16000.000000		false	853.643687	853.8659157399088	520.028160	9392	TIMEOUT	1800.653531	1800.9168957639486	1486.348288		unknown	3.767049	3.8906268253922462	325.918720		unknown	2.470061	2.5778323775157332	324.804608	
jair-unsat_herman.yml	unsat	false	false	82.677962	82.81438873242587	3413.331968	197	false	159.125346	159.3000535555184	1059.254272	3326	TIMEOUT	1800.785282	1801.0185693334788	7219.052544		TIMEOUT	1800.667785	1800.8765308260918	899.039232		false	58.638699	58.786579296924174	1124.184064	717
jair-unsat_maze.yml	unsat	false	TIMEOUT	1800.617018	1800.7947684358805	133.746688		false	1.380507	1.6300621181726456	155.615232	780	TIMEOUT	1800.616481	1800.8709419742227	176.443392		TIMEOUT	1800.62133	1800.887215282768	213.118976		TIMEOUT	1800.618321	1800.7664720490575	139.677696	
jair-unsat_pole-res.yml	unsat	false	false	0.709098	0.8492639791220427	143.495168	5	false	1.025231	1.2319998806342483	168.308736	43	TIMEOUT	1800.640034	1800.9168722648174	647.651328		unknown	0.618691	0.7669867603108287	133.578752		unknown	0.637883	0.7735221153125167	133.615616	
jair-unsat_pole.yml	unsat	false	false	1.084988	1.2208433682098985	336.175104	32	false	3.7651	3.9571054512634873	178.421760	381	TIMEOUT	1800.681897	1800.8700465103611	998.760448		unknown	0.567429	0.7144235195592046	136.458240		unknown	0.464652	0.6129702590405941	136.912896	
jair-unsat_recycling-2fsc.yml	unsat	false	false	0.556793	0.6894990298897028	133.767168	28	false	0.8518	1.0612344145774841	155.373568	253	TIMEOUT	1800.622334	1800.8341868342832	255.885312		unknown	0.455832	0.600876959040761	133.775360		unknown	0.516018	0.649062323383987	133.861376	
jair-unsat_recycling-3fsc.yml	unsat	false	false	2.513988	2.6489232191815972	190.570496	1006	false	3.173929	3.397770380601287	157.159424	1485	TIMEOUT	1800.608864	1800.8818867625669	507.326464		unknown	0.437897	0.5858650850132108	133.799936		unknown	0.489462	0.6334677152335644	133.595136	
jair-unsat_refuel-06-res.yml	unsat	false	false	0.649836	0.7878370154649019	134.438912	1	false	0.795601	0.9908601818606257	156.397568	33	TIMEOUT	1800.619849	1800.8257898502052	240.762880		TIMEOUT	1800.628318	1800.8736379472539	234.102784		false	0.482237	0.5958242248743773	140.460032	1
jair-unsat_tiny_rewards.yml	unsat	false	false	0.463528	0.5971723441034555	133.533696	1	false	0.541929	0.7297429256141186	155.561984	2	false	0.490328	0.6751211257651448	156.000256		unknown	0.533644	0.6940781679004431	133.513216		unknown	0.508003	0.656667023897171	133.476352	
pomdps-unsat_mem_1_4x3-95_1.yml	unsat	false	false	0.488267	0.6311692912131548	105.340928	13	false	1.700366	1.9120021210983396	140.001280	1459	TIMEOUT	1800.612548	1800.9095801748335	175.738880		unknown	0.353192	0.4804132515564561	103.092224		unknown	0.332586	0.47391388937830925	103.383040	
pomdps-unsat_mem_1_4x5x2-95_1.yml	unsat	false	false	0.515426	0.6596640748903155	105.283584	13	false	0.622059	0.7918008714914322	139.931648	58	false	36.581856	36.80334380827844	200.040448		unknown	0.498692	0.6441100621595979	103.190528		unknown	0.442748	0.5842899829149246	103.198720	
pomdps-unsat_mem_1_drone-4-1_1.yml	unsat	false	false	2.217281	2.368791915476322	146.853888	269	TIMEOUT	1800.720857	1800.9923566197976	4304.248832		TIMEOUT	1800.626047	1800.8886681525037	285.913088		TIMEOUT	1800.610815	1800.9225435014814	215.052288		false	1.868182	2.0079702204093337	170.397696	290
pomdps-unsat_mem_1_drone-4-2_1.yml	unsat	false	false	0.699235	0.8480153409764171	132.329472	25	TIMEOUT	1800.679892	1800.9646930629387	2333.655040		TIMEOUT	1800.629728	1800.8841738058254	314.228736		TIMEOUT	1800.632349	1800.881870361045	257.224704		false	0.846036	0.9812416937202215	152.924160	26
pomdps-unsat_mem_1_hallway_1.yml	unsat	false	TIMEOUT	1800.734537	1800.9478305093944	3210.043392		TIMEOUT	1800.62191	1800.9045172100887	286.150656		TIMEOUT	1800.751209	1801.1104058604687	2978.758656		unknown	1.34084	1.5174658484756947	162.013184		unknown	0.787248	0.9225660311058164	162.013184	
pomdps-unsat_mem_1_maze-alex_1.yml	unsat	false	TIMEOUT	1800.609954	1800.8257397729903	131.686400		false	1.31722	1.5301084285601974	154.882048	641	false	848.291311	848.6386825339869	160.968704		false	8.754091	8.909638508222997	146.341888	4762	TIMEOUT	1800.605209	1800.8580474192277	139.137024	
pomdps-unsat_mem_1_milos-aaai97_1.yml	unsat	false	false	2.305275	2.436611356213689	108.593152	3469	false	9.792955	9.9870740249753	141.492224	7929	TIMEOUT	1800.629333	1800.922136977315	309.231616		unknown	0.357424	0.4741871701553464	103.202816		unknown	0.522143	0.6542851943522692	103.059456	
pomdps-unsat_mem_1_network_1.yml	unsat	false	false	0.392483	0.5233543952926993	105.291776	21	false	0.59295	0.8020576173439622	139.997184	41	false	0.744234	1.0095800897106528	140.521472		unknown	0.351488	0.4649397497996688	102.977536		unknown	0.515623	0.6540714120492339	102.977536	
pomdps-unsat_mem_1_query-s2_1.yml	unsat	false	false	0.466974	0.5995430126786232	105.275392	15	false	0.593828	0.7867065947502851	139.857920	22	false	866.472514	866.7324231378734	155.074560		unknown	0.329443	0.45820941496640444	103.047168		unknown	0.45073	0.5890230108052492	102.936576	
pomdps-unsat_mem_1_query-s3_1.yml	unsat	false	false	1.214804	1.348812128417194	105.996288	58	false	1.512004	1.6924636084586382	139.534336	114	TIMEOUT	1800.625119	1800.8907373398542	263.839744		unknown	0.418337	0.5839303964748979	103.579648		unknown	0.527235	0.6654015108942986	103.354368	
pomdps-unsat_mem_1_refuel-06_1.yml	unsat	false	false	1.075587	1.2190944235771894	132.214784	1035	false	3.618352	3.7899490194395185	156.884992	3824	false	385.941021	386.18863142374903	231.186432		TIMEOUT	1800.626619	1800.8690242068842	238.706688		false	1.020629	1.1648423131555319	147.935232	1036
pomdps-unsat_mem_1_rocks-12_1.yml	unsat	false	false	337.588801	337.74219772499055	464.293888	28990	TIMEOUT	1800.660981	1800.955738867633	1090.281472		TIMEOUT	1800.667713	1800.9083428671584	865.570816		TIMEOUT	1800.624063	1800.8904628064483	243.396608		false	343.481811	343.6204596562311	501.460992	28999
pomdps-unsat_mem_2_4x3-95_2.yml	unsat	false	false	0.688099	0.8337185895070434	105.566208	295	false	16.156178	16.3469584453851	154.374144	18026	TIMEOUT	1800.617796	1800.8767877900973	144.691200		unknown	0.370557	0.5168633442372084	103.251968		unknown	0.516238	0.6659250939264894	103.247872	
pomdps-unsat_mem_2_4x5x2-95_2.yml	unsat	false	false	0.849748	0.9906113278120756	106.315776	417	false	7.921661	8.119471945799887	139.972608	6270	false	149.858246	150.0317088542506	195.776512		unknown	0.388927	0.5080136936157942	103.579648		unknown	0.506863	0.644227965734899	103.464960	
pomdps-unsat_mem_2_maze-alex_2.yml	unsat	false	TIMEOUT	1800.613928	1800.7564549390227	131.878912		false	5.521356	5.732260231859982	157.192192	6230	TIMEOUT	1800.618458	1800.8366219624877	164.270080		TIMEOUT	1800.613047	1800.9395936327055	247.181312		TIMEOUT	1800.618795	1800.790976691991	139.018240	
pomdps-unsat_mem_2_milos-aaai97_2.yml	unsat	false	false	1.24038	1.3756260182708502	121.667584	189	false	14.124728	14.327001797966659	143.200256	4581	TIMEOUT	1800.635741	1800.8647353779525	465.752064		unknown	0.518805	0.6765546426177025	104.157184		unknown	0.376473	0.4976052762940526	104.251392	
pomdps-unsat_mem_2_network_2.yml	unsat	false	false	0.593575	0.7250748220831156	105.340928	235	false	1.460477	1.6649539452046156	140.087296	878	false	1043.534905	1043.7650997936726	148.996096		unknown	0.507306	0.6586479069665074	103.247872		unknown	0.333025	0.47857115883380175	103.231488	
pomdps-unsat_mem_2_nrp-8_2.yml	unsat	false	TIMEOUT	1800.564458	1801.3607382196933	131.989504		false	406.091822	406.31740560010076	1166.856192	365661	false	108.380071	108.61777033470571	171.528192		TIMEOUT	1800.62106	1800.9966081148013	211.763200		TIMEOUT	1800.620832	1800.825959903188	263.307264	
pomdps-unsat_mem_2_query-s2_2.yml	unsat	false	false	0.771054	0.9204470412805676	105.545728	47	false	1.80983	2.0061875227838755	138.915840	325	TIMEOUT	1800.615301	1800.9161824323237	171.606016		unknown	0.527258	0.6755474423989654	102.912000		unknown	0.333797	0.48340664338320494	103.182336	
pomdps-unsat_mem_2_query-s3_2.yml	unsat	false	false	93.943368	94.07700581289828	204.517376	2671	false	234.348919	234.5557925561443	157.982720	11373	TIMEOUT	1800.650585	1800.8674705233425	805.773312		unknown	0.551096	0.6950317621231079	104.161280		unknown	0.372186	0.5036082351580262	104.947712	
pomdps-unsat_mem_3_4x3-95_3.yml	unsat	false	false	18.825648	18.95863425452262	118.005760	30764	false	709.450009	709.7450431743637	990.785536	575661	TIMEOUT	1800.619981	1800.8355202954262	161.873920		unknown	0.516708	0.663729072548449	103.243776		unknown	0.367488	0.4928167350590229	103.239680	
pomdps-unsat_mem_3_4x5x2-95_3.yml	unsat	false	false	2.68365	2.804445881396532	116.690944	3648	false	288.066786	288.2856429014355	362.409984	195453	TIMEOUT	1800.630567	1800.852116975002	325.951488		unknown	0.535224	0.6935504088178277	103.305216		unknown	0.489938	0.6229422632604837	103.464960	
pomdps-unsat_mem_3_maze-alex_3.yml	unsat	false	false	0.38965	0.5050541842356324	131.698688	1	false	0.580239	0.7822435796260834	155.074560	1	TIMEOUT	1800.612834	1800.8637929158285	172.101632		TIMEOUT	1800.622521	1800.8873752411455	241.696768		false	0.491043	0.619241944514215	139.325440	1
pomdps-unsat_mem_3_network_3.yml	unsat	false	false	100.976025	101.12399498000741	118.444032	195022	false	299.898747	300.1043395809829	288.342016	149876	TIMEOUT	1800.618285	1800.8480898328125	165.212160		unknown	0.512658	0.6597639145329595	102.981632		unknown	0.456967	0.5897209066897631	102.977536	
pomdps-unsat_mem_3_query-s2_3.yml	unsat	false	false	28.985899	29.12549576163292	116.183040	2639	false	193.164926	193.3669532733038	181.608448	41108	TIMEOUT	1800.62062	1800.823666388169	250.978304		unknown	0.524066	0.6687187757343054	103.178240		unknown	0.516172	0.6536922566592693	103.202816	
pomdps-unsat_mem_3_query-s3_3.yml	unsat	false	false	51.495329	51.63881185185164	333.201408	382	false	218.145168	218.34563836175948	166.117376	2724	TIMEOUT	1800.70987	1800.9145659804344	1920.049152		unknown	0.560524	0.7170298788696527	105.955328		unknown	0.495747	0.652509487234056	105.926656	
pomdps-unsat_mem_4_4x3-95_4.yml	unsat	false	false	623.27405	623.4821870373562	137.637888	1264468	TIMEOUT	1800.708345	1800.9732952127233	1458.278400		TIMEOUT	1800.615331	1800.8296110304072	171.229184		unknown	0.371291	0.49446186888962984	103.084032		unknown	0.461323	0.6050894176587462	103.243776	
